id	viewCount	thumbnail	image	url	use	reasonEN	reasonDE	published	updated	title	author	description	restrictedInDE	restrictionsAll	rating	category
PVzljDmoPVs	98087133	http://i.ytimg.com/vi/PVzljDmoPVs/default.jpg	http://i.ytimg.com/vi/PVzljDmoPVs/hqdefault.jpg	http://www.youtube.com/watch?v=PVzljDmoPVs	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2012-09-28T07:00:20.000Z	2013-01-28T21:24:45.000Z	David Guetta - She Wolf (Falling To Pieces) ft. Sia	davidguettavevo	From the album Nothing But The Beat Ultimate - Download on iTunes here: http://smarturl.it/NBTBiTunes?IQid=vevo Featuring Sia, Ne-Yo, Akon, Nicki Minaj, Flo Rida, Will.I.Am, Jessie J, Usher & many more.  \n\nOrder the CD on Amazon here: http://smarturl.it/NothingButTheBeatAma?IQid=Vevo \nFor all other retail click here: http://smarturl.it/NBTNUltimateretail?IQid=Vevo \n\nFollow David:\nhttp://facebook.com/DavidGuetta\nhttp://www.twitter.com/DavidGuetta \nhttp://www.davidguetta.com \nhttp://instagram.com/davidguetta	true	DE	4.900297	Musik
5FlQSQuv_mg	98018204	http://i.ytimg.com/vi/5FlQSQuv_mg/default.jpg	http://i.ytimg.com/vi/5FlQSQuv_mg/hqdefault.jpg	http://www.youtube.com/watch?v=5FlQSQuv_mg	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2012-04-17T00:00:08.000Z	2013-01-28T21:24:14.000Z	Maroon 5 - Payphone (Lyric Video) ft. Wiz Khalifa	Maroon5VEVO	Music video by Maroon 5 performing Payphone (Lyric Video). © 2012 A&M/Octone Records\n\nBuy It Now! http://smarturl.it/M5Payphone	true	DE	4.877544	Musik
VSrAJsWvEIc	97943095	http://i.ytimg.com/vi/VSrAJsWvEIc/default.jpg	http://i.ytimg.com/vi/VSrAJsWvEIc/hqdefault.jpg	http://www.youtube.com/watch?v=VSrAJsWvEIc	true	Added to	Wir haben deine Spracheinstellung festgelegt.	2010-10-01T08:32:54.000Z	2013-01-28T21:21:26.000Z	One of the best inspirational videos ever - Susan Boyle - Britains Got Talent 2009	akhilkhatri0608	http://www.youtube.com/watch?v=F3BEgdSG-lU\n\nSubscribe for more videos - http://www.youtube.com/user/akhilkhatri0608?feature=mhee	false		4.8988357	Unterhaltung
pqJpf6tidn0	97859421	http://i.ytimg.com/vi/pqJpf6tidn0/default.jpg	http://i.ytimg.com/vi/pqJpf6tidn0/hqdefault.jpg	http://www.youtube.com/watch?v=pqJpf6tidn0	true	Content Warning	Inhaltswarnung	2012-04-23T23:52:00.000Z	2013-01-28T21:10:53.000Z	News Anchor Fail Compilation	ProlaxCinema	Get 250+ views a day and want to start earning money for the videos you make? Apply now! \nApply for Partnership: http://ow.ly/gv3AN\nProlax Network: http://www.youtube.com/user/prolaxgames\n\n\n\nSubscribe to us on YouTube: http://ow.ly/bWGBn\nLike us on Facebook: http://www.facebook.com/ProlaxCinema\nFollow us on Twitter: https://twitter.com/#!/ProlaxCinema\nSubmit a video to us: http://ow.ly/gffK3\n\nPlease like, share & enjoy the video!\n\nEnjoy this fail compilation containing a mixture of some new news anchor fails & some of the classics!\n\nRemember if you enjoyed this fail compilation remember to like it, leave a comment & share it with your friends! Subscribe for more!\n\nIf your video is in this compilation please contact me to be credited for it or have your part removed, thank you.\n\nExtra Tags: "News Anchor Fail Compilation" "News Anchor Fail Compilation 2012" "News Anchor Fail Compilation 2012" "News Anchor Fail Compilation 2012" "News Anchor Fail Compilation 2012" "Funny News Anchor Fail Compilation" "News Anchor Fail Compilation" "Anchor Fail Compilation" "Funny Anchor Fail Compilation" "Funny News Anchor Compilation" "News Anchor Fail" "Funny News Anchor" "Anchor Fail" "Anchor Fail Compilation 2012" "News Anchor Fail 2012" "Funny Anchor Compilation 2012" "News Reporter Fail Compilation" "News Reporter Fail" "Reporter Fail Compilation 2012" "News Anchor Epic Fail" "News Reporter Epic Fail" "Reporter Fail" "Anchor Fail 2012" "Reporter Fail 2012" "ProlaxCinema"	false		4.6249948	Komödie
8JUvbJekM88	97791850	http://i.ytimg.com/vi/8JUvbJekM88/default.jpg	http://i.ytimg.com/vi/8JUvbJekM88/hqdefault.jpg	http://www.youtube.com/watch?v=8JUvbJekM88	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2007-08-04T01:55:27.000Z	2013-01-28T21:18:34.000Z	Jonas Brothers - SOS Music Video - Official (HQ)	JonasBrothersMusic	Buy S.O.S. from Jonas Brothers on iTunes: \nSong = http://itunes.apple.com/us/album/a-little-bit-longer/id540909632\nVideo = http://itunes.apple.com/us/music-video/s.o.s./id546462312    More...\n\nGet the FREE Jonas Brothers App: iTunes = http://bit.ly/N5t6uR and\nAndroid = http://bit.ly/TJRJfz   More...\n\nOfficial website = http://www.jonasbrothers.com	true	DE	4.548394	Musik
K0K46C82v9o	97420017	http://i.ytimg.com/vi/K0K46C82v9o/default.jpg	http://i.ytimg.com/vi/K0K46C82v9o/hqdefault.jpg	http://www.youtube.com/watch?v=K0K46C82v9o	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2009-11-22T11:40:41.000Z	2013-01-28T21:04:03.000Z	The Pussycat Dolls - When I Grow Up	ThePussycatDollsVEVO	Music video by The Pussycat Dolls performing When I Grow Up. (C) 2008 Pussycat Dolls, LLC	true	DE	4.8513436	Musik
2uJE48aKVNo	97203060	http://i.ytimg.com/vi/2uJE48aKVNo/default.jpg	http://i.ytimg.com/vi/2uJE48aKVNo/hqdefault.jpg	http://www.youtube.com/watch?v=2uJE48aKVNo	true	Added to	Wir haben deine Spracheinstellung festgelegt.	2008-05-03T18:09:54.000Z	2013-01-28T20:26:14.000Z	Beef 'n Go	smosh	WATCH THIS EPISODE EN ESPAÑOL: http://youtu.be/uUN_7ToagOI\nOUR FACEBOOK: http://facebook.com/smosh\n\nAre you the kind of person that just loves meat, but is always on the go? Beef 'n' Go is a revolutionary product that may change your life forever! Just listen to its official spokesmen, Anthony Padilla and Ian Hecox.\n\nhttp://smosh.com\nhttp://twitter.com/smosh	false		4.082293	Shows
U7mPqycQ0tQ	96515326	http://i.ytimg.com/vi/U7mPqycQ0tQ/default.jpg	http://i.ytimg.com/vi/U7mPqycQ0tQ/hqdefault.jpg	http://www.youtube.com/watch?v=U7mPqycQ0tQ	true	Added to	Wir haben deine Spracheinstellung festgelegt.	2009-06-08T07:16:16.000Z	2013-01-28T21:18:33.000Z	Girls` Generation(소녀시대) _ Gee _ MusicVideo	sment	♪ Download on iTunes = http://itunes.apple.com/us/album/oh/id353108212\r\n☞ For more Information : http://girlsgeneration.smtown.com/\r\n\r\n※ EXTRAS\r\n■ Girls' Generation Gee Live Wallpaper & Widget app (Android market)\r\nhttps://market.android.com/details?id=net.sskin.themeinstaller.DLTO_1303298262202&hl=en\r\n\r\n♬ Girls' Generation Gee ℗ S.M.Entertainment	false		4.6651626	Musik
Y4MnpzG5Sqc	96356034	http://i.ytimg.com/vi/Y4MnpzG5Sqc/default.jpg	http://i.ytimg.com/vi/Y4MnpzG5Sqc/hqdefault.jpg	http://www.youtube.com/watch?v=Y4MnpzG5Sqc	true	Added to	Wir haben deine Spracheinstellung festgelegt.	2012-03-05T20:13:33.000Z	2013-01-28T21:23:39.000Z	KONY 2012	invisiblechildreninc	http://www.invisiblechildren.com/homefortheholidays\n\nThis holiday season, give the best gift of all - the gift of coming home. A recent study found that 89% of former LRA combatants said "Come Home" messaging was what motivated them to escape and return to their families and communities.\n\nLearn more and donate here:\nhttp://www.invisiblechildren.com/homefortheholidays\n\nTo see real time reports on LRA activity in the D.R.Congo, Central African Republic and South Sudan visit: http://www.lracrisistracker.com/\n\nTo learn more about Invisible Children's recovery efforts in the post-conflict regions of northern Uganda AND our work with communities currently affected in D.R.Congo, Central African Republic and South Sudan visit: http://www.invisiblechildren.com/programs.html\n\nTo view our responses to common questions we receive about the KONY 2012 film and campaign visit: \nhttp://invisiblechildren.com/about/q-and-a/\n\nTo see our worldwide youth mobilization initiatives:\nhttp://www.invisiblechildren.com/movement.html\n\nLearn More:  http://kony2012.com\nDonate to Invisible Children: https://stayclassy.org/checkout/set-donation?eid=14711\n\nFor official MEDIA and artist REPRESENTATION ONLY: pr@invisiblechildren.com\n\nDIRECTOR: Jason Russell LEAD EDITOR: Kathryn Lang EDITORS: Kevin Trout, Jay Salbert, Jesse Eslinger LEAD ANIMATOR: Chad Clendinen ANIMATOR: Jesse Eslinger 3-D MODELING: Victor Soto VISUAL EFFECTS: Chris Hop WRITERS: Jason Russell, Jedidiah Jenkins, Kathryn Lang, Danica Russell, Ben Keesey, Azy Groth PRODUCERS: Kimmy Vandivort, Heather Longerbeam, Chad Clendinen, Noelle Jouglet ORIGINAL SCORES: Joel P. West SOUND MIX: Stephen Grubbs, Mark Friedgen, Smart Post Sound COLOR: Damian Pelphrey, Company 3 CINEMATOGRAPHY: Jason Russell, Bobby Bailey, Laren Poole, Gavin Kelly, Chad Clendinen, Kevin Trout, Jay Salbert, Shannon Lynch, Mariana Blanco, Laurence Vannicelli PRODUCTION ASSISTANT: Jaime Landsverk LEAD DESIGNER: Tyler Fordham DESIGNERS: Chadwick Gantes, Stephen Witmer\n\nMUSIC CREDIT:\n"02 Ghosts I"\nPerformed by Nine Inch Nails\nWritten by Atticus Ross and Trent Reznor\nProduced by Alan Moulder, Atticus Ross, and Trent Reznor\nNine Inch Nails appear courtesy of The Null Corporation\n\n"Punching in a Dream"\nPerformed by The Naked and Famous\nWritten by Aaron Short, Alisa Xayalith, and Thom Powers\nProduced by Thom Powers\nThe Naked and Famous appear courtesy of Somewhat Damaged and Universal Republic\n\n"Arrival of the Birds"\nPerformed by The Cinematic Orchestra\nWritten by The Cinematic Orchestra\nProduced by The Cinematic Orchestra\nThe Cinematic Orchestra appears courtesy of Disney Records\n\n"Roll Away Your Stone"\nPerformed by Mumford and Sons\nWritten by Benjamin Lovett, Edward Dwane, Marcus Mumford, and Winston Marshall\nProduced by Markus Dravs\nMumford and Sons appear courtesy of Glassnote Entertainment Group LLC\n\n"On (Instrumental)"\nPerformed by Bloc Party\nWritten by Bloc Party\nProduced by Jacknife Lee\nBloc Party appears courtesy of Vice Records\n\n"A Dream within a Dream"\nPerformed by The Glitch Mob\nThe Glitch Mob appears courtesy of Glass Air\n\n"I Can't Stop"\nPerformed by Flux Pavilion\nFlux Pavilion appears courtesy of Circus Records Limited\n\nThis work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported License: http://creativecommons.org/licenses/by-nc-nd/3.0/	false		4.535247	Soziales Engagement
Jx2yQejrrUE	96064697	http://i.ytimg.com/vi/Jx2yQejrrUE/default.jpg	http://i.ytimg.com/vi/Jx2yQejrrUE/hqdefault.jpg	http://www.youtube.com/watch?v=Jx2yQejrrUE	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2010-12-22T16:30:32.000Z	2013-01-28T21:23:39.000Z	Tonight (I'm Lovin' You)	EnriqueIglesiasVEVO	Music video by Enrique Iglesias, Ludacris, DJ Frank E performing Tonight (I'm Lovin' You): CLEAN VERSION.	true	CA,DE,MX,PR,US	4.859924	Musik
Kh2FRFhS7QY	95946717	http://i.ytimg.com/vi/Kh2FRFhS7QY/default.jpg	http://i.ytimg.com/vi/Kh2FRFhS7QY/hqdefault.jpg	http://www.youtube.com/watch?v=Kh2FRFhS7QY	true	Added to	Wir haben deine Spracheinstellung festgelegt.	2011-02-16T09:34:03.000Z	2013-01-28T21:16:32.000Z	Dj Antoine vs Timati feat. Kalenna - Welcome to St. Tropez (DJ Antoine vs Mad Mark Remix)	kontor	"DJ ANTOINE - SKY IS THE LIMIT" - THE NEW ALBUM!!!!\nGET IT HERE: http://bit.ly/DJAntoine-SkyIsTheLimit\n\nGet the single here: Buy here: http://goo.gl/u6t88\n\nFollow us at facebook:http://www.facebook.com/kontorrecords	false		4.8469734	Unterhaltung
hTWKbfoikeg	95974913	http://i.ytimg.com/vi/hTWKbfoikeg/default.jpg	http://i.ytimg.com/vi/hTWKbfoikeg/hqdefault.jpg	http://www.youtube.com/watch?v=hTWKbfoikeg	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2009-06-16T21:07:40.000Z	2013-01-28T21:22:13.000Z	Nirvana - Smells Like Teen Spirit	NirvanaVEVO	Music video by Nirvana performing Smells Like Teen Spirit. (C) 1991 Geffen Records	true	DE	4.9361634	Musik
rMqayQ-U74s	95847574	http://i.ytimg.com/vi/rMqayQ-U74s/default.jpg	http://i.ytimg.com/vi/rMqayQ-U74s/hqdefault.jpg	http://www.youtube.com/watch?v=rMqayQ-U74s	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2009-10-25T19:25:59.000Z	2013-01-28T21:24:42.000Z	Britney Spears - Womanizer (Director's Cut)	BritneySpearsVEVO	Music video by Britney Spears performing Womanizer (Director's Cut). (C) 2008 Zomba Recording, LLC	true	DE,SS	4.875229	Musik
9I9Ar6upx34	95763512	http://i.ytimg.com/vi/9I9Ar6upx34/default.jpg	http://i.ytimg.com/vi/9I9Ar6upx34/hqdefault.jpg	http://www.youtube.com/watch?v=9I9Ar6upx34	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2012-05-25T07:00:10.000Z	2013-01-28T21:24:54.000Z	will.i.am - This Is Love ft. Eva Simons	williamVEVO	Music video by will.i.am performing This Is Love. (C) 2012 Interscope Records\nBuy Now!\niTunes: http://smarturl.it/ThisIsLoveiTunes\n \nhttp://www.facebook.com/william\nhttp://twitter.com/iamwill\nhttp://will-i-am.com	true	DE	4.8910275	Musik
4DO8GsIYfhQ	94715167	http://i.ytimg.com/vi/4DO8GsIYfhQ/default.jpg	http://i.ytimg.com/vi/4DO8GsIYfhQ/hqdefault.jpg	http://www.youtube.com/watch?v=4DO8GsIYfhQ	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2010-05-18T17:52:17.000Z	2013-01-28T20:59:54.000Z	Enrique Iglesias, Juan Luis Guerra - Cuando Me Enamoro	EnriqueIglesiasVEVO	Music video by Enrique Iglesias, Juan Luis Guerra performing Cuando Me Enamoro. (C) 2010 Universal International Music B.V.	true	DE	4.9267573	Musik
ScXLHgPcZuc	94663497	http://i.ytimg.com/vi/ScXLHgPcZuc/default.jpg	http://i.ytimg.com/vi/ScXLHgPcZuc/hqdefault.jpg	http://www.youtube.com/watch?v=ScXLHgPcZuc	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2008-06-21T00:38:16.000Z	2013-01-28T21:21:53.000Z	Jonas Brothers - Burnin' Up - Official Music Video (HQ)	JonasBrothersMusic	Get Burnin' Up from A Little Bit Longer on iTunes:\nSong = http://itunes.apple.com/us/album/a-little-bit-longer/id540909632\nVideo = http://itunes.apple.com/us/music-video/burnin-up/id546463790\n\nGet the FREE Jonas Brothers App: iTunes = http://bit.ly/N5t6uR and\nAndroid = http://bit.ly/TJRJfz\n\nOfficial website = http://www.jonasbrothers.com	true	DE	4.453074	Musik
Ha80ZaecGkQ	94401729	http://i.ytimg.com/vi/Ha80ZaecGkQ/default.jpg	http://i.ytimg.com/vi/Ha80ZaecGkQ/hqdefault.jpg	http://www.youtube.com/watch?v=Ha80ZaecGkQ	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2009-12-16T21:50:51.000Z	2013-01-28T21:24:50.000Z	Young Money - Bed Rock	YoungMoneyVEVO	Music video by Young Money performing Bed Rock. (C) 2009 Cash Money Records Inc.	true	DE	4.7242446	Musik
3VVuMIB2hC0	93981494	http://i.ytimg.com/vi/3VVuMIB2hC0/default.jpg	http://i.ytimg.com/vi/3VVuMIB2hC0/hqdefault.jpg	http://www.youtube.com/watch?v=3VVuMIB2hC0	true	Added to	Wir haben deine Spracheinstellung festgelegt.	2008-03-04T20:13:11.000Z	2013-01-28T21:17:53.000Z	FLO Rida feat. T.Pain Music from the Movie Step Up 2 'Low'	blacktreemedia	We caught up with Flo Rida at the BET Rip The Runway, check out this music from the movie Step Up 2, featuring dancers from the original motion picture Step Up 2.\r\n\r\nhttp://www.blacktree.tv	false		4.740884	Musik
nIjVuRTm-dc	93957746	http://i.ytimg.com/vi/nIjVuRTm-dc/default.jpg	http://i.ytimg.com/vi/nIjVuRTm-dc/hqdefault.jpg	http://www.youtube.com/watch?v=nIjVuRTm-dc	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2009-06-17T04:52:47.000Z	2013-01-28T21:23:13.000Z	Maroon 5 - She Will Be Loved	Maroon5VEVO	Music video by Maroon 5 performing She Will Be Loved. (C) 2004 OctoScope Music, LLC	true	DE	4.9420953	Musik
5sMKX22BHeE	93786968	http://i.ytimg.com/vi/5sMKX22BHeE/default.jpg	http://i.ytimg.com/vi/5sMKX22BHeE/hqdefault.jpg	http://www.youtube.com/watch?v=5sMKX22BHeE	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2009-10-25T06:55:53.000Z	2013-01-28T21:24:14.000Z	Chris Brown - Forever	ChrisBrownVEVO	Music video by Chris Brown performing Forever. (C) 2008 Zomba Recording, LLC	true	DE,SS	4.897607	Musik
bKDdT_nyP54	93786828	http://i.ytimg.com/vi/bKDdT_nyP54/default.jpg	http://i.ytimg.com/vi/bKDdT_nyP54/hqdefault.jpg	http://www.youtube.com/watch?v=bKDdT_nyP54	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2009-12-13T21:50:29.000Z	2013-01-28T21:20:26.000Z	Akon - Smack That ft. Eminem	AkonVEVO	Music video by Akon performing Smack That. YouTube view counts pre-VEVO: 11,850,611. (C) 2008 Universal Records, a Division of UMG Recordings, Inc. and SRC Records, Inc.	true	DE	4.8879256	Musik
z5W7DVFKrcs	93650348	http://i.ytimg.com/vi/z5W7DVFKrcs/default.jpg	http://i.ytimg.com/vi/z5W7DVFKrcs/hqdefault.jpg	http://www.youtube.com/watch?v=z5W7DVFKrcs	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2012-07-25T23:50:07.000Z	2013-01-28T21:24:38.000Z	Jennifer Lopez - Goin' In ft. Flo Rida	JenniferLopezVEVO	Buy Now!\niTunes:  (http://smarturl.it/iGoinIn)\n\n\nMusic video by Jennifer Lopez performing Goin' In. © 2012 The Island Def Jam Music Group	true	DE	4.4909215	Musik
d2smz_1L2_0	93473519	http://i.ytimg.com/vi/d2smz_1L2_0/default.jpg	http://i.ytimg.com/vi/d2smz_1L2_0/hqdefault.jpg	http://www.youtube.com/watch?v=d2smz_1L2_0	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2009-11-26T01:16:21.000Z	2013-01-28T21:21:51.000Z	Lady Gaga - Paparazzi	LadyGagaVEVO	Music video by Lady Gaga performing Paparazzi. (C) 2009 Interscope Records	true	DE	4.606225	Musik
saalGKY7ifU	93374156	http://i.ytimg.com/vi/saalGKY7ifU/default.jpg	http://i.ytimg.com/vi/saalGKY7ifU/hqdefault.jpg	http://www.youtube.com/watch?v=saalGKY7ifU	true	Unfortunately, this SME-music-content is not available in Germany because GEMA has not granted the respective music publishing rights.	Leider ist dieses Video, das Musik von SME beinhaltet, in Deutschland nicht verfügbar, da die GEMA die Verlagsrechte hieran nicht eingeräumt hat.	2007-05-13T23:44:11.000Z	2013-01-28T21:21:27.000Z	'Titanic' Theme Song	punknnerd	'Titanic' Theme Song  \r\nMy Heart Will Go On \r\nCeline Dion\r\n1997	true	DE	4.8958707	Musik
l4e0hJGOIY8	93038971	http://i.ytimg.com/vi/l4e0hJGOIY8/default.jpg	http://i.ytimg.com/vi/l4e0hJGOIY8/hqdefault.jpg	http://www.youtube.com/watch?v=l4e0hJGOIY8	true	Added to	Wir haben deine Spracheinstellung festgelegt.	2006-04-27T21:00:10.000Z	2013-01-28T21:22:12.000Z	Ella Y Yo	Jorge Santos	Don Omar Con Romeo De Aventura	false		4.835565	Musik
kpZhZAr1cQU	92962067	http://i.ytimg.com/vi/kpZhZAr1cQU/default.jpg	http://i.ytimg.com/vi/kpZhZAr1cQU/hqdefault.jpg	http://www.youtube.com/watch?v=kpZhZAr1cQU	true	This video contains content from UMG, who has blocked it in your country on copyright grounds.	Dieses Video enthält Content von UMG. Dieser Partner hat das Video in deinem Land aus urheberrechtlichen Gründen gesperrt.	2012-08-15T04:17:25.000Z	2013-01-28T21:22:54.000Z	PSY싸이 - GANGNAM STYLE (강남스타일) Waveya 웨이브야 Korean dance team	waveya2011	싸이 강남스타일 웨이브야 waveya \nhttp://cafe.daum.net/waveya    ★\nwaveya Ari (Blue)  http://www.facebook.com/waveyaari\n waveya MiU (green)   http://www.facebook.com/waveyamiu	true	DE	4.8525434	Unterhaltung
w4s6H4ku6ZY	92800012	http://i.ytimg.com/vi/w4s6H4ku6ZY/default.jpg	http://i.ytimg.com/vi/w4s6H4ku6ZY/hqdefault.jpg	http://www.youtube.com/watch?v=w4s6H4ku6ZY	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2010-06-03T00:34:24.000Z	2013-01-28T21:15:31.000Z	Far East Movement - Like A G6 ft. The Cataracs, DEV	FarEastMovementVEVO	Music video by Far East Movement performing Like A G6. (C) 2010 Cherrytree Records/Interscope Records\n\nUK iTunes http://bit.ly/992MVb -- Released 14 Nov	true	DE	4.7916694	Musik
ZQ2nCGawrSY	92494773	http://i.ytimg.com/vi/ZQ2nCGawrSY/default.jpg	http://i.ytimg.com/vi/ZQ2nCGawrSY/hqdefault.jpg	http://www.youtube.com/watch?v=ZQ2nCGawrSY	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2009-12-05T06:15:46.000Z	2013-01-28T21:18:31.000Z	Rihanna - Russian Roulette	RihannaVEVO	Music video by Rihanna performing Russian Roulette. (C) 2009 The Island Def Jam Music Group	true	DE	4.8729763	Musik
1mB0tP1I-14	92392714	http://i.ytimg.com/vi/1mB0tP1I-14/default.jpg	http://i.ytimg.com/vi/1mB0tP1I-14/hqdefault.jpg	http://www.youtube.com/watch?v=1mB0tP1I-14	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2009-06-16T21:07:34.000Z	2013-01-28T21:24:51.000Z	Lady Gaga - LoveGame	LadyGagaVEVO	Music video by Lady Gaga performing LoveGame. (C) 2009 Interscope Records	true	DE	4.731773	Musik
t4FtuXVAM2A	92166461	http://i.ytimg.com/vi/t4FtuXVAM2A/default.jpg	http://i.ytimg.com/vi/t4FtuXVAM2A/hqdefault.jpg	http://www.youtube.com/watch?v=t4FtuXVAM2A	true	Added to	Wir haben deine Spracheinstellung festgelegt.	2007-12-11T17:13:36.000Z	2013-01-28T17:55:35.000Z	Poddy Training	Flowgo	Baby is poddy training and not too happy about it and his farting proves it. He wants a magazine and a fuzzy mat for his feet, even a TV to pass the time. Then the poor kid runs out of toilet paper. After all, it's his potty and he'll cry if he wants to--you would cry too if they did this to you.	false		3.2197065	Komödie
Wa5B22KAkEk	92106985	http://i.ytimg.com/vi/Wa5B22KAkEk/default.jpg	http://i.ytimg.com/vi/Wa5B22KAkEk/hqdefault.jpg	http://www.youtube.com/watch?v=Wa5B22KAkEk	true	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.	2011-11-28T21:07:56.000Z	2013-01-28T21:23:12.000Z	Snoop Dogg & Wiz Khalifa - Young, Wild and Free ft. Bruno Mars [Official Video]	AtlanticVideos	Watch the best videos on YouTube from Wiz Khalifa here:\r\nhttp://www.youtube.com/playlist?list=PLakoz4isJL_mdAOvmFD8ddUZFZc4Hqewo\r\n\r\nWiz Khalifa's new album O.N.I.F.C. is available December 4, 2012: http://bit.ly/onifcitunes\r\n\r\nWiz Khalifa exclusive merch bundles available now! http://bit.ly/ZtYFRD	true	DE	4.901952	Musik
